LearDia;LearHou;SharHou;CollMem;CollExp;CourCom
0;0;0;0;0;0
0;17.73;0;0;1;0
0;0;0;0;0;0
0;0;0;0;0;0
0;0;0;0;0;0
5;0.69;0;0;0;12
0;0;0;0;0;0
1;37.46;5;4;74;10
0;84.6;0;0;243;0
0;0;0;0;0;0
0;3.14;0;0;16;0
0;267.64;0;31;629;168
0;0;0;0;0;0
6;4.05;2.84;36;54;9
0;90.5;0;0;238;4
0;0;0;0;0;0
0;0;0;0;0;0
0;0;0;0;0;0
0;0;0;0;0;0
0;0;0;0;0;0
0;0;0;0;0;0
0;0;0;0;0;0
0;28.83;0;16;162;29
0;0;0;0;0;0
0;0;0;0;0;0
0;0.78;0;0;0;13
0;2.65;0;0;1;0
1022;438.58;200.5;895;1393;1480
0;2.89;0;0;0;0
0;0.07;0;1;5;0
0;0;0;0;0;0
0;2;0;0;1;0
0;0;0;0;0;0
0;10.09;0;0;35;0
0;0;0;0;0;0
0;13.64;0;0;3;0
0;1.69;0;0;0;0
0;0;0;0;0;0
0;0;0;0;0;0
0;0;0;0;0;0
0;0;0;0;0;0
0;0;0;0;0;0
0;0;0;0;0;0
0;0;0;0;0;0
0;0;0;0;0;0
0;5.46;0;0;0;0
0;0;0;0;0;0
0;0;0;0;0;0
0;0;0;0;0;0
0;0;0;0;0;0
0;0;0;0;0;0
0;0;0;0;0;0
0;0;0;0;1;0
0;2.65;0;0;1;0
0;0;0;0;0;0
0;0.3;0;0;4;0
0;0;0;0;0;0
0;0;0;0;0;0
0;0;0;0;0;0
0;4.12;0;0;0;0
0;0;0;0;0;0
0;45.63;0;0;136;12
0;54.22;0;0;181;0
0;0;0;0;0;0
0;87.55;0;0;106;1
0;0;0;0;0;0
0;0;0;0;0;0
0;0;0;0;0;0
0;2.63;0;0;0;0
0;0;0;0;0;0
0;0.19;0;0;4;0
37;40.92;14;11;18;21
0;0;0;0;0;0
0;0;0;0;0;0
0;13.73;0;0;2;0
0;0;0;0;0;0
0;0;0;0;0;0
0;0;0;0;0;0
0;0;0;0;0;0
0;7.17;0;0;2;0
0;0;0;0;0;0
0;0;0;0;0;0
669;219.51;135.58;464;841;1240
0;0;0;0;0;0
0;0;0;0;0;0
0;0;0;0;0;0
0;0;0;0;0;0
0;30.04;0;0;17;176
0;0;0;0;0;0
0;0.26;0;0;0;1
0;30.6;0;0;2;38
0;0.25;0;0;1;0
0;0;0;0;0;0
0;0;0;0;0;0
0;0;0;0;0;0
0;28.35;0;0;6;0
0;0;0;0;0;0
0;0;0;0;0;0
0;0;0;0;0;0
1;14.21;0;1;60;1
0;1.64;0;0;0;0
0;10.98;0;0;0;0
0;0;0;0;0;0
90;105.97;17.68;123;522;273
0;4.91;0;0;1;4
0;0;0;0;0;0
0;1.07;0;0;5;0
69;31.99;2;2;2;8
94;20.69;17.75;77;215;219
0;0;0;0;0;0
332;155.58;0;0;771;112
0;0;0;0;0;0
0;2.5;0;0;1;0
0;12.39;0;0;22;6
0;0;0;0;0;0
0;0;0;0;0;0
0;7.72;1.5;8;17;0
0;0;0;0;0;0
0;0;0;0;0;0
0;10.38;0;0;6;14
481;89.5;55.96;280;751;670
0;0.01;0;0;1;0
0;0;0;0;0;0
0;0;0;0;0;0
0;2.57;0;0;1;0
0;0;0;0;0;0
0;5.84;0;0;2;0
0;0.17;0.13;9;28;0
0;121.97;3.5;4;24;4
0;0;0;0;0;0
0;5.14;0;0;5;0
0;0;0;0;0;0
26;6.51;1.75;105;135;0
0;1.35;0;0;0;0
0;0;0;0;0;0
0;0;0;0;0;0
0;0;0;0;0;0
0;8.42;0;0;7;0
0;0;0;0;0;0
0;1.07;0;0;4;0
0;9.77;0;0;1;0
0;0;0;0;0;0
0;0;0;0;0;0
0;10.8;0;0;87;0
0;8;0;0;0;0
0;1.81;0;0;0;0
0;0;0;0;0;0
0;38.07;0;0;157;43
0;0;0;0;0;0
0;1.08;0;0;5;0
0;0;0;0;0;0
2;20.69;0;2;380;2
0;3.62;0;0;1;0
0;0;0;0;0;0
1;280.15;3.25;10;437;8
0;0;0;0;0;0
0;0;0;0;0;0
0;0;0;0;0;0
0;27.33;0;0;3;0
0;0;0;0;0;0
7;0;0;0;0;2
0;0;0;0;0;0
0;0;0;0;0;0
0;0;0;0;0;0
0;14.83;0;0;27;1
5;3.25;0;0;11;20
0;36.88;0;0;21;0
0;5.9;0;0;1;0
2;2.29;0.17;17;93;0
5;38.73;0;0;36;45
0;1.02;0;0;5;0
0;0;0;0;0;0
0;0;0;0;0;0
0;2.73;0;0;1;0
0;0;0;0;0;0
0;0;0;0;0;0
0;15.79;0;0;127;0
0;0;0;0;0;0
1952;184.76;228.3;1137;1306;1248
0;0;0;0;0;0
0;0;0;0;0;0
0;0;0;0;0;0
0;0;0;0;0;0
0;0;0;0;0;0
0;2.01;0;0;0;3
1568;203.34;454.91;1063;1715;816
0;5;0;0;32;0
0;0;0;0;0;0
0;9.4;0;0;32;0
0;0;0;0;0;0
0;0;0;0;0;0
0;0;0;0;0;0
0;0.04;0.08;1;12;0
0;36.2;0.75;1;20;9
0;6.91;0;0;3;0
0;13.8;0;0;4;0
1;160.75;43.5;259;578;837
0;0;0;0;0;0
0;0;0;0;0;0
0;0;0;0;0;0
0;84.57;1.5;13;414;111
0;35.25;0.33;37;262;1
0;0;0;0;0;0
0;0.06;0;0;5;0
0;5.61;0;0;9;0
0;0;0;4;0;0
71;15.11;0;1;1;46
0;0.77;0;0;6;0
0;41.81;0;0;1;0
0;0.02;0;0;0;7
0;0;0;0;0;0
0;0;0;0;0;0
0;0;0;0;0;0
0;0;0;0;0;0
0;0;0;0;0;0
0;9.18;0;0;51;2
0;0;0;0;0;0
0;6.18;0;0;80;0
0;0;0;0;0;0
0;0;0.08;1;0;0
0;0;0;0;0;0
0;0;0;0;0;0
0;0;0;0;0;0
0;0;0;0;0;0
0;0;0;0;0;0
0;12.39;0;0;22;6
0;0;0;0;0;0
0;0;0;0;0;0
0;2.48;0;0;3;6
0;0;0;0;0;0
0;0;0;0;0;0
0;0;0;0;0;0
0;0;0;0;0;0
0;0;0;0;0;0
0;127.64;6.58;23;23;30
0;0;0;0;0;0
0;0;0;0;0;0
0;0;0;0;0;0
0;96.97;0;0;115;0
0;0;0;0;0;0
0;0.74;0;6;12;0
0;0;0;0;0;0
331;33.19;3.67;131;332;264
0;0;0;0;0;0
0;0;0;0;0;0
5;42.12;0;0;12;20
0;1.02;0;0;7;0
0;0;0;0;0;0
0;0;0;0;0;0
0;172.57;0;2;150;0
0;0;0;0;0;0
0;0;0;0;0;0
0;0;0;0;0;0
0;26.07;0;0;73;187
0;0.02;0;0;2;0
0;0;0;0;0;0
0;0;0;0;0;0
0;1.02;0;0;2;0
0;145.86;0;0;1086;4
0;0;0;0;0;0
9;6.71;1.98;11;129;2
0;0;0;0;0;0
51;48.85;12.91;45;163;184
0;0;0;0;0;0
0;0.26;0;0;6;0
0;0;0;0;0;0
0;0;0;0;0;0
0;0;0;0;0;0
0;22.71;0;0;1;0
0;0;0;0;0;0
0;7.43;0.5;14;68;46
0;0;0;0;0;0
0;0;0;0;0;0
0;28.83;0;16;162;29
0;0;0;0;0;0
0;17.79;0;0;1;0
0;0;0;0;0;0
0;0;0;0;0;0
0;0;0;0;0;0
0;0;0;0;0;0
0;4.14;0;0;12;7
0;199.64;0;1;162;0
0;0;0;0;0;0
0;0;0;0;0;0
0;0;0;0;0;0
0;21.94;0;1;6;0
209;75.27;26;93;211;770
0;0;0;0;0;0
4;11.27;0;0;18;13
0;0;0;0;0;0
0;0;0;0;0;0
0;0;0;0;0;0
971;141.39;212;844;1630;876
0;303.42;0;0;1555;0
0;45.49;0;0;0;0
0;0;0;0;0;0
0;0;0;0;0;0
60;279.18;19.33;35;394;102
0;70.15;0.75;2;11;1
0;0;0;0;0;0
0;0;0;0;0;0
0;0;0;0;0;0
0;0;0;0;0;0
0;0;0;0;0;0
0;0;0;0;0;0
0;0;0;0;0;0
0;0;0;0;0;0
0;2.29;0;0;8;2
0;0;0;0;0;0
0;0;0;0;0;0
0;0;0;0;0;0
0;13.03;0;0;24;1
0;3.08;0;0;23;0
0;0;0;0;0;0
0;0;0;0;0;0
0;3.65;0;3;19;0
0;0;0;0;0;0
0;0;0;0;0;0
0;0;0;0;0;0
0;0;0;0;0;0
0;4.4;0;0;0;6
1;293.57;0;0;481;13
0;29.67;0;0;92;3
0;0;0;0;0;0
0;0;0;0;0;0
0;0;0;0;0;0
0;0;0;0;0;0
0;0;0;0;0;0
0;0;0;0;0;0
0;0;0;0;0;0
0;0;0;0;0;0
0;0;0;0;0;0
17;109.35;0.25;5;191;3
0;2.23;0;0;1;0
0;0;0;0;0;0
0;0;0;0;0;0
0;39.67;2;1;6;0
0;0;0;0;0;0
0;0;0;0;0;0
0;0;0;0;0;0
0;0;0;0;0;0
0;0;0;0;0;0
0;0;0;0;0;0
0;3.87;0.92;8;6;48
0;0;0;0;0;0
0;3.18;0;0;0;0
0;0;0;0;0;0
0;0;0;0;0;0
0;0;0;0;0;0
0;27.09;3.75;6;64;9
0;0;0;0;0;0
0;0;0;0;0;0
0;26.98;0;0;0;0
0;10.67;0;0;36;12
0;8.24;0.25;3;2;119
1331;407.06;446.8;1367;1917;2074
232;7.03;0.03;1;13;12
0;0;0;0;0;0
0;2.22;0;0;0;0
0;0;0;0;0;0
2;36.58;0;0;20;317
0;0;0;0;0;0
0;14.83;0;0;27;1
0;0;0;0;0;0
0;0.25;0;0;1;0
0;0;0;0;0;0
0;0;0;0;0;0
0;0.3;0;1;7;0
0;0;0;0;0;0
230;88.02;206.58;262;997;584
0;0;0;0;0;0
0;6.56;0;0;0;0
0;0;0;0;0;0
0;0;0;0;0;0
0;0;0;0;0;0
52;29.59;91.17;202;174;82
0;0;0;0;0;0
0;1.35;0;0;0;0
0;0;0;0;0;1
0;0;0;0;0;0
0;0;0;0;0;0
0;9.76;0;0;0;0
6;0.67;1.5;6;6;14
8;260.23;12.08;144;1596;48
0;0;0;0;0;0
0;102.21;107.43;114;539;0
0;0.64;0;0;5;0
0;2.97;0;0;0;0
0;0;0;0;0;0
0;0;0;0;0;0
0;0;0;0;0;0
0;0;0;0;0;0
0;0;0;0;0;0
0;0;0;0;0;0
0;0;0;0;0;0
0;0;0;0;0;0
0;0;0;0;0;0
0;2.23;0;1;0;12
0;0;0;0;0;0
0;0;0;0;0;0
5;212.61;5.5;6;984;33
0;0;0;0;0;0
0;0;0;0;0;0
0;27.83;2.6;6;166;0
0;42.93;0;0;256;23
0;0;0;0;0;0
0;88.94;1;1;126;3
0;0;0;0;0;0
0;0;0;0;0;0
0;75.63;0;0;3;0
0;2.53;0;0;0;22
0;89.68;0;0;34;0
0;0.01;0;0;5;0
1;80.77;14.48;65;1170;101
0;0;0;0;0;0
72;32.42;1;1;9;0
0;0;0;0;0;0
9;11.29;1.15;5;183;1
0;0;0;0;0;0
0;100.31;0;0;706;0
0;2.22;0;0;0;0
0;8.37;0;0;23;0
0;0;0;0;0;0
0;0;0;0;0;0
0;0;0;0;0;0
0;0;0;0;0;0
0;7.72;0;0;3;0
0;0;0;0;0;0
0;0;0;0;0;0
0;85.82;0;1;247;2
0;0;0;0;0;0
0;0;0;0;0;0
0;45.63;0;0;136;12
0;0;0;0;0;0
0;0;0;0;0;0
0;42.03;0;4;104;43
0;0;0;0;0;0
0;0;0;0;0;0
0;0;0;0;0;0
0;12.87;0;0;35;0
0;0;0;0;0;0
0;0;0;0;0;0
0;0.14;0;0;16;0
0;0;0;0;0;0
0;0;0;0;0;0
0;0.33;0;0;1;0
0;16.66;0;1;1;0
0;0;0;0;0;0
1945;259.87;728.43;1160;1618;1461
0;0;0;0;0;0
0;0;0;0;0;0
0;0;0;0;0;0
0;0;0;0;0;0
0;91.79;0;0;92;0
0;44.49;0;0;2;0
0;0;0;0;0;0
0;4.16;0;0;3;0
16;228.91;39.09;38;728;62
0;9.57;0;0;0;1
0;0;0;0;0;0
0;0;0;0;0;0
0;0;0;0;0;0
0;0;0;0;0;0
0;0;0;0;0;0
0;13.7;0;0;0;0
0;0;0;0;0;0
0;0;0;0;0;0
0;0;0;0;0;0
0;19.43;0;0;138;0
12;19.35;3.95;17;202;22
0;20.61;0;0;13;0
102;63.33;2.41;56;1006;111
0;0;0;0;0;0
0;0;0;0;0;0
26;64.13;23.67;78;167;558
0;1.35;0;0;0;0
0;0;0;0;0;0
0;0.28;0;0;1;1
0;0;0;0;0;0
3;43.46;2.5;6;37;73
0;81.99;6;3;52;2
0;0;0;0;0;0
356;57.6;36.28;220;161;778
0;0;0;0;0;0
0;0;0;0;0;0
14;67.68;1.33;7;222;10
0;0;0;0;0;0
0;0.5;0;0;1;0
0;0;0;0;0;0
86;240.64;57.25;137;1630;788
0;0;0;0;0;0
8;5.06;0.52;37;65;0
0;4.15;0;0;2;0
0;0;0;0;0;0
0;0;0;0;0;0
0;0;0;0;0;0
586;126.28;136.38;538;1018;767
0;0;0;0;0;0
0;0;0;0;0;0
0;0;0;0;0;0
0;0;0;0;0;0
0;11.29;0;0;4;1
0;0;0;0;0;0
0;0;0;0;0;0
0;0;0;0;0;0
0;0;0;0;0;0
0;19.43;0;0;138;0
2;26.5;0.5;2;67;0
0;55.64;0;0;2;0
0;0;0;0;0;0
0;0;0;0;0;0
0;0;0;0;0;0
0;2;0;0;1;0
0;4.91;0;0;1;4
0;0;0;0;0;0
0;43.86;0;6;23;2
0;1.99;0.17;7;27;1
0;0;0;0;0;0
0;1.21;0;0;0;0
0;0;0;0;0;0
0;0;0;0;0;0
0;48.35;0;0;0;232
0;0;0;0;0;0
0;0;0;0;0;0
0;2.04;0;0;5;0
0;0;0;0;0;0
0;0.41;0;0;0;4
0;0;0;0;0;0
0;2.07;0;0;7;13
0;9.94;0;0;52;0
0;74.31;0;0;1;0
0;0.06;0;0;3;0
0;11.64;0;1;4;0
0;2.01;0;0;9;0
0;1;0;0;1;0
20;27.5;10.25;42;230;47
0;0;0;0;0;0
0;0;0;0;0;0
0;0;0;0;0;0
0;0.85;0;0;9;2
0;0;0;0;0;0
0;0;0;0;0;0
353;73.85;10.65;222;347;487
36;28.67;13.25;23;230;93
0;2.19;0;0;0;0
0;0;0;0;0;0
125;73.32;4.92;70;1193;79
0;3.66;0;0;1;0
0;0;0;0;0;0
0;0;0;0;0;0
0;0;0;0;0;0
0;0;0;0;0;0
0;0;0;0;0;0
0;7.34;0;0;7;0
0;1.16;0;0;3;0
0;0;0;0;0;0
0;0;0;0;0;0
0;2.46;0;0;1;0
7;0;0;0;0;0
0;0;0;0;0;0
0;0;0;0;0;0
0;0.21;0;0;0;1
0;0;0;0;0;0
0;33.55;0;0;1;450
0;0;0;0;0;0
0;0.03;0.5;2;2;0
0;0;0;0;0;0
0;0;0;0;0;0
0;11.19;0;0;4;0
0;43.86;0;6;23;2
0;0;0;0;0;0
14;197.11;18.38;18;216;29
0;51.82;0;19;243;3
0;0;0;0;0;0
0;0;0;0;0;0
0;7.65;0;0;1;0
0;0;0;0;0;0
0;0;0;0;0;0
0;85.54;0;0;100;1
0;104.81;0;0;95;12
0;0;0;0;0;0
0;0;0;0;0;0
0;0;0;0;0;0
0;0;0;0;0;0
35;11.57;46.9;30;46;52
0;0;0;0;0;0
0;0;0;0;0;0
0;0;0;0;0;0
0;1.61;0;0;0;7
0;0;0;0;0;0
0;0;0;0;0;0
0;35.77;0;0;88;1
0;2.65;0;0;1;0
4;46.89;1;2;28;0
0;0;0;0;0;0
0;26.23;0;0;2;0
1;31.65;0;0;27;54
0;81.99;6;3;52;2
0;0.27;0;0;5;0
0;67.03;0;0;292;0
1;29.68;0;0;7;47
0;0;0;0;0;0
0;0;0;0;0;0
0;0;0;0;0;0
33;35.39;0.83;5;271;12
0;0;0;0;0;0
0;3.36;0;0;0;35
0;112.04;0;0;160;1
0;43.08;6;2;0;42
0;0;0;0;0;0
1;174.41;0.25;2;604;21
0;0;0;0;0;0
0;0;0;0;0;0
0;0;0;0;0;0
0;73.08;0;0;101;10
0;0;0;0;0;0
0;0.1;0;0;5;0
0;0;0;0;0;0
0;0;0;0;0;0
0;0;0;0;0;0
0;2.05;0;0;0;0
0;0;0;0;0;0
1465;382.68;506.67;1322;2593;2405
0;0;0;0;0;0
0;0;0;0;0;0
0;0.44;0;0;0;5
0;0;0;0;0;0
0;4.11;0;0;2;0
0;0;0;0;0;0
0;0;0;0;0;0
0;6.5;0;0;63;0
0;0;0;0;0;0
0;1.26;0;0;15;0
0;0;0;0;0;0
1;4.98;5.08;25;129;0
0;0;0;0;0;0
0;14.83;0;0;27;1
0;2;0;0;2;0
0;0;0;2;0;0
0;0;0;0;0;0
0;0;0;0;0;0
0;19.43;0;0;138;0
0;203.61;0;0;198;6
0;8.67;0;16;38;0
0;0;0;0;0;0
0;0;0;0;0;0
0;0;0;0;0;0
0;0;0;0;0;0
0;0;0;0;0;0
0;0;0;0;0;0
0;0;0;0;0;0
0;19.75;0;0;16;0
0;0;0;0;0;0
0;0;0;0;0;0
0;0;0;0;0;0
0;0;0;0;0;0
0;0;0;0;0;0
0;0;0;0;0;0
0;4.73;0;0;0;0
0;0;0;0;0;0
0;0;0;0;0;0
0;0;0;0;0;0
0;0;0;0;0;0
0;0;0;0;0;0
0;1.5;0;0;1;0
0;0;0;0;0;0
148;174.59;0;1;597;27
17;119.25;0;85;457;445
0;1.36;0;0;0;0
0;0;0;0;0;0
0;0;0;0;0;0
0;0;0;0;0;0
0;0;0;0;0;0
0;0;0;0;0;0
0;0;0;0;0;0
0;0;0;0;0;0
0;393.51;0;0;1072;224
0;0;0;0;0;0
0;0;0;0;0;0
0;0;0;0;0;0
790;274.76;193.5;753;1739;1631
0;2.37;0;0;1;0
0;0;0;0;0;0
0;0;0;0;0;0
277;102.78;42.69;139;658;523
0;0;0;0;0;0
0;10.08;0;1;24;0
0;7.79;0;0;12;0
0;0;0;0;0;0
0;0;0;0;0;0
0;0;0;0;0;0
0;0;0;0;0;0
0;0;0;0;0;0
0;0;0;0;0;0
0;0;0;0;0;0
0;0;0;0;0;0
0;0;0;0;0;0
0;19.43;0;0;138;0
0;31.55;0;0;63;0
0;0;0;0;0;0
0;0;0;0;0;0
0;0.07;0;0;8;0
0;0;0;0;0;0
0;49.08;0;0;9;1
0;0;0;0;0;0
0;0;0;0;0;0
0;54.22;0;0;181;0
0;0;0;0;0;0
0;4.14;0;0;0;0
0;14.83;0;0;27;1
0;0;0;0;0;0
0;0;0;0;0;0
0;13.97;0;0;3;0
0;0;0;0;0;0
0;0;0;0;0;0
0;0;0;0;0;0
0;0;0;0;0;0
87;49.07;1.41;67;818;105
0;1.56;24.43;51;96;2
0;0;0;0;0;0
0;1.54;0;0;2;0
0;0;0;0;0;0
0;50.89;0;5;355;2
0;0;0;0;0;0
0;0;0;0;0;0
0;0;0;0;0;0
0;6.35;0;0;1;0
0;52.03;0;0;19;9
0;0;0;0;0;0
0;0;0;0;0;0
0;0;0;0;0;0
353;73.85;10.65;222;347;487
0;0;0;0;0;0
0;0;0;0;0;0
0;0;0;0;0;0
0;0;0;0;0;0
0;0;0;0;0;0
0;0;0;0;0;0
0;0;0;0;0;0
1;15.76;0;0;5;4
0;2.72;0;0;0;14
0;0;0;0;0;0
0;0;0;0;0;0
0;1.24;0;0;8;0
1;45.94;2;1;68;0
0;5.63;0;0;16;0
0;0;0;0;0;0
0;0;0;0;0;0
0;14.83;0;0;27;1
0;0;0;0;0;0
0;331.43;10.33;11;104;5
0;0;0;0;0;0
0;0;0;0;0;0
586;178.95;25.58;96;601;1292
0;0;0;0;0;0
0;0;0;0;0;0
0;0;0;0;0;0
0;0;0;0;0;0
0;0;0;0;0;0
5;20.42;0.03;6;347;4
0;0.26;0;1;5;0
0;0;0;0;0;0
0;0;0;0;0;0
0;0;0;0;0;0
0;0;0;0;0;0
0;0;0;0;0;0
0;1.81;1.5;6;35;0
0;55.58;0;0;558;0
0;2.21;0;0;10;0
2;11.67;0;3;80;11
0;71.51;0;0;25;0
0;0;0;0;0;0
0;0;0;0;0;0
0;0;0;0;0;0
0;1.82;0;0;0;0
0;0;0;0;0;0
0;35.9;0;0;26;0
0;0;0;0;0;0
0;0.54;0;0;4;0
0;0;0;0;0;0
7;17.9;0;1;1;4
0;0;0;0;0;0
0;14.83;0;0;27;1
0;3.12;0;0;0;2
0;17.24;0;0;398;0
0;0;0;0;0;0
0;0;0;0;0;0
0;0;0;0;0;0
0;0;0;0;0;0
1841;277.02;282.47;1280;1538;2302
0;0;0;0;0;0
0;7.6;0;0;88;0
0;0;0;0;0;0
0;0;0;0;1;0
0;0;0;0;0;0
0;0;0;0;0;0
0;0.02;0;0;2;0
0;0;0;0;0;0
0;0;0;0;0;0
45;20.96;12.08;45;192;188
0;0;0;0;0;0
18;8.62;3.5;44;89;0
0;0;0;0;0;0
31;141.03;11.25;16;24;162
0;4.25;0;0;119;0
0;4.55;0;2;4;0
0;59.3;0;0;183;0
0;0;0;0;0;0
0;0;0;1;0;0
0;0;0;0;0;0
0;0;0;0;0;0
0;0;0;0;0;0
0;0;0;0;0;0
0;181.38;0;0;211;0
5;0;0;0;0;0
0;0.12;0.5;6;10;0
0;0;0;0;0;0
0;0;0;0;0;0
0;0;0;0;0;0
0;0;0;0;0;0
0;0;0;0;0;0
0;0.2;0;0;0;23
0;0;0;0;0;0
0;0;0;0;0;0
389;233.47;0.67;11;924;64
0;0;0;0;0;0
0;0;0;0;0;0
0;0.02;0;0;0;0
0;7.86;2.32;45;279;6
0;0;0;0;0;0
0;0;0;0;0;0
0;0;0;0;0;0
0;0;0;0;0;0
0;0;0;0;0;0
0;7.29;0;0;14;0
0;0;0;0;0;0
0;0;0;0;0;0
0;28.79;0;1;167;60
0;0;0;0;0;0
0;6.3;14.5;50;177;77
0;0;0;0;0;0
0;0;0;0;0;0
0;0;0;0;0;0
0;0;0;0;0;0
0;1.52;0;0;0;0
0;0;0;0;0;0
0;0;0;0;0;0
0;28.26;0;0;7;1
583;101;22.15;374;336;739
0;95.91;6.08;19;137;806
0;0;0;0;0;0
0;0;0;0;0;0
0;0;0;0;0;0
0;0;0;0;0;0
0;0;0;0;0;0
0;0;0;0;0;0
0;20.91;0;0;7;0
0;0;0;0;0;0
0;0;0;1;0;0
15;37.69;4.42;38;499;105
0;10.35;0;2;55;0
0;0;0;0;0;0
0;0;0;0;0;0
0;0;0;0;0;0
0;0;0;0;0;0
0;6.69;0;1;22;0
0;12;0;0;7;0
0;0;0;0;0;0
0;1.5;0;0;1;0
0;0;0;0;0;0
0;82.04;0;0;0;0
0;0;0;0;2;0
0;0;0;0;0;0
0;0;0;0;0;0
0;1.96;0;1;0;37
0;0;0;0;0;0
0;0;0;0;0;0
0;0;0;0;0;0
0;9.4;0;0;32;0
0;2.92;0;0;0;1
0;0;0;0;0;0
0;41.5;0;0;86;0
0;64.26;0;0;165;0
0;3.5;0;0;2;0
0;0;0;0;0;0
0;0;0;0;0;0
12;0;0;0;0;0
0;0;0;0;0;0
0;70.06;0;1;1;0
7;89.25;0.5;1;45;57
0;0;0;0;0;0
0;0;0;0;0;0
0;31.49;0;0;0;0
0;0;0;0;0;0
94;20.69;17.75;77;215;219
0;1.84;0;0;0;0
6;0.06;0;0;5;0
0;0;0;0;0;0
0;0;0;0;0;0
10;72.59;0.15;3;378;4
0;95.08;0;1;60;7
0;0;0;0;0;0
46;106.81;41;42;160;66
0;2.62;0;0;0;0
0;0;0;0;0;0
0;0;0;0;0;0
0;0;0;0;0;0
0;0;0;0;0;0
0;0;0;0;0;0
0;6.28;0;0;2;1
0;0;0;0;0;0
0;0;0;0;0;0
0;0;0;0;0;0
116;79.62;60.5;116;303;91
0;0;0;0;0;0
0;0;0;0;0;0
0;0;0;0;0;0
0;0;0;0;0;0
0;0;0;0;0;0
0;0;0;0;0;0
0;0;0;0;0;0
0;6.16;0;0;0;0
0;3.97;0;0;5;0
0;6.23;0;0;97;2
0;0;0;0;0;0
0;2.19;0;0;1;0
0;0;0;0;0;0
0;0;0;0;0;0
0;0;0;0;0;2
0;0;0;0;0;0
0;0;0;0;0;0
0;19.43;0;0;1;0
0;4.36;0;1;42;0
0;0;0;0;0;0
1283;272.05;249.56;1039;1697;2404
0;64.93;0;0;2;0
0;0;0;0;0;0
0;0;0;0;0;0
0;1.75;0;0;2;1
0;0;0;0;0;0
0;0;0;0;0;0
0;0;0;0;0;0
0;0;0;0;0;0
7;0.02;0;1;7;0
1;89.12;0;3;71;65
1;34.66;1.25;18;216;7
6;4.42;0.84;4;80;0
0;0;0;0;0;0
0;0;0;0;0;0
0;0;0;0;0;0
1204;172.65;674.67;995;1873;1160
0;0;0;0;0;0
0;71.95;0;0;20;2
0;1.43;0;0;0;0
0;2.98;0;0;2;0
0;0;0;0;0;0
0;12.87;0;0;35;0
0;0;0;0;0;0
0;19.73;0;0;149;20
0;0;0;0;0;0
0;0;0;0;0;0
0;0;0;0;0;0
702;154.94;83.34;504;1439;1076
0;0;0;0;0;0
0;68.97;0;0;139;0
0;0;0;0;0;0
0;0;0;1;0;0
0;4.73;0;0;1;0
0;76.04;0;0;2;299
0;0;0;0;0;0
0;0;0;0;0;0
0;0;0;0;0;0
209;568.06;2.83;10;2563;23
0;28.83;0;16;162;29
0;0;0;0;0;0
0;0;0;0;0;0
0;18.03;0;0;0;0
0;0;0;0;0;0
0;81.99;6;3;52;2
0;58.81;0;0;1;0
0;0.34;0;1;2;3
8;63.96;2.5;18;125;155
0;0;0;0;0;0
0;170.9;0;1;972;1
0;0;0;0;0;0
0;0;0;0;0;0
0;8.06;0;0;35;0
0;0;0;0;0;0
0;1.51;0;0;3;0
0;0;0;0;0;0
0;36.13;0;0;3;0
0;0;0;0;0;0
88;69.94;12.17;8;83;117
0;0;0;0;0;0
0;0;0;0;0;0
0;10.66;0;0;9;0
0;0;0;0;0;0
0;1.5;0;0;32;0
0;13.6;0;0;2;0
0;0;0;0;0;0
0;45.63;0;0;136;12
0;0;0;0;0;0
0;27.53;0;0;10;0
0;324.77;0;0;1624;738
0;0;0;0;0;0
5;23.06;5.5;20;65;125
0;33.88;0;0;19;0
0;0;0;0;0;0
0;3.11;0;0;0;0
0;0;0;0;0;0
0;4.67;0;0;0;6
0;0;0;0;0;0
0;3.41;0;0;14;0
0;0;0;0;0;0
173;88.23;34.42;157;230;419
0;0;0;0;0;0
0;235.37;0;0;194;6
0;69.35;0;0;7;1
0;0;0;0;0;0
0;0;0;0;0;0
0;0;0;0;0;0
0;2.74;0;0;0;0
0;0;0;0;0;0
0;0;0;0;0;0
0;9.9;0;0;116;161
6;10.49;0;0;6;8
0;0;0;0;0;0
0;0;0;0;0;0
0;0;0;0;0;0
130;68.33;43.1;131;150;250
0;0;0;0;0;0
0;0;0;0;0;0
0;0;0;0;0;0
258;69.35;8.13;225;636;482
0;0;0;0;0;0
0;0;0;0;0;0
0;52.6;33.75;109;341;2
0;0;0;0;0;0
0;0;0;0;0;0
376;91.53;94.52;124;118;762
0;0;0;0;0;0
0;4.29;0;0;26;0
0;0;0;0;0;0
0;0;0;0;0;0
0;0;0;1;0;0
0;0;0;0;0;0
0;0;0;0;0;0
0;0;0;0;0;0
0;0;0;0;0;0
0;0;0;0;0;0
0;0;0;0;0;0
0;0;0;0;0;0
0;0;0;0;0;0
0;32.23;0;0;10;0
0;0;0;0;0;0
0;0;0;0;0;0
0;0;0;0;0;0
0;0;0;0;0;0
0;0;0;0;0;0
0;0;0;0;0;0
0;0;0;0;0;0
0;1.23;0;0;0;0
0;0;0;0;0;0
0;1.75;0;0;2;0
0;0;0;0;0;0
0;87.48;16.16;35;242;117
0;0;0;0;0;0
180;66.58;47.57;218;149;355
436;133.25;1;26;504;2
0;7.84;0;0;0;0
